,Date,Price
670,2012-07-27,1859.75
671,2012-07-30,1851.25
672,2012-07-31,1862.25
673,2012-08-01,1843.75
674,2012-08-02,1820.75
675,2012-08-03,1806.25
676,2012-08-06,1828.75
677,2012-08-07,1863.0
678,2012-08-08,1872.5
679,2012-08-09,1865.75
680,2012-08-10,1834.5
681,2012-08-13,1823.75
682,2012-08-14,1812.75
683,2012-08-15,1803.25
684,2012-08-16,1793.25
685,2012-08-17,1810.25
686,2012-08-20,1798.5
687,2012-08-21,1820.75
688,2012-08-22,1828.5
689,2012-08-23,1861.25
690,2012-08-24,1871.0
691,2012-08-27,1882.5
692,2012-08-28,1882.5
693,2012-08-29,1872.5
694,2012-08-30,1867.5
695,2012-08-31,1848.75
696,2012-09-03,1879.5
697,2012-09-04,1927.25
698,2012-09-05,1927.75
699,2012-09-06,1962.5
700,2012-09-07,1987.75
701,2012-09-10,2031.75
702,2012-09-11,2057.0
703,2012-09-12,2074.25
704,2012-09-13,2081.75
705,2012-09-14,2176.75
706,2012-09-17,2161.75
707,2012-09-18,2152.5
708,2012-09-19,2123.5
709,2012-09-20,2095.5
710,2012-09-21,2093.25
711,2012-09-24,2058.5
712,2012-09-25,2068.5
713,2012-09-26,2048.5
714,2012-09-27,2067.75
715,2012-09-28,2093.75
716,2012-10-01,2068.25
717,2012-10-02,2103.75
718,2012-10-03,2103.75
719,2012-10-04,2087.5
720,2012-10-05,2087.5
721,2012-10-08,2046.25
722,2012-10-09,2040.25
723,2012-10-10,1991.5
724,2012-10-11,1992.25
725,2012-10-12,1975.0
726,2012-10-15,1949.75
727,2012-10-16,1930.5
728,2012-10-17,1932.25
729,2012-10-18,1971.25
730,2012-10-19,1976.25
731,2012-10-22,1932.25
732,2012-10-23,1913.25
733,2012-10-24,1906.75
734,2012-10-25,1909.25
735,2012-10-26,1899.25
736,2012-10-29,1873.25
737,2012-10-30,1884.25
738,2012-10-31,1882.25
739,2012-11-01,1908.25
740,2012-11-02,1936.75
741,2012-11-05,1883.75
742,2012-11-06,1886.75
743,2012-11-07,1900.5
744,2012-11-08,1897.25
745,2012-11-09,1888.75
746,2012-11-12,1929.0
747,2012-11-13,1943.75
748,2012-11-14,1965.5
749,2012-11-15,1931.75
750,2012-11-16,1921.25
751,2012-11-19,1927.75
752,2012-11-20,1952.25
753,2012-11-21,1927.75
754,2012-11-22,1927.75
755,2012-11-23,1915.25
756,2012-11-26,1976.25
757,2012-11-27,2002.75
758,2012-11-28,1992.25
759,2012-11-29,2045.5
760,2012-11-30,2078.5
761,2012-12-03,2096.25
762,2012-12-04,2100.25
763,2012-12-05,2094.5
764,2012-12-06,2109.25
765,2012-12-07,2077.75
766,2012-12-10,2101.25
767,2012-12-11,2130.5
768,2012-12-12,2134.5
769,2012-12-13,2121.25
770,2012-12-14,2132.25
771,2012-12-17,2163.25
772,2012-12-18,2080.5
773,2012-12-19,2072.5
774,2012-12-20,2031.75
775,2012-12-21,2035.25
776,2012-12-24,2045.25
777,2012-12-25,2043.25
778,2012-12-26,2043.25
779,2012-12-27,2043.25
780,2012-12-28,2030.5
781,2012-12-31,2039.75
782,2013-01-01,2093.25
783,2013-01-02,2093.25
784,2013-01-03,2108.25
785,2013-01-04,2055.5
786,2013-01-07,2004.75
787,2013-01-08,2026.75
788,2013-01-09,2061.25
789,2013-01-10,2074.25
790,2013-01-11,2076.75
791,2013-01-14,2062.25
792,2013-01-15,2002.25
793,2013-01-16,1990.75
794,2013-01-17,2003.25
795,2013-01-18,2021.25
796,2013-01-21,2000.75
797,2013-01-22,2008.75
798,2013-01-23,2047.25
799,2013-01-24,2026.75
800,2013-01-25,2042.25
801,2013-01-28,2042.25
802,2013-01-29,1997.5
803,2013-01-30,2046.25
804,2013-01-31,2073.25
805,2013-02-01,2055.75
806,2013-02-04,2078.5
807,2013-02-05,2074.75
808,2013-02-06,2059.25
809,2013-02-07,2065.75
810,2013-02-08,2066.25
811,2013-02-11,2075.75
812,2013-02-12,2059.25
813,2013-02-13,2087.25
814,2013-02-14,2114.5
815,2013-02-15,2122.75
816,2013-02-18,2122.75
817,2013-02-19,2075.25
818,2013-02-20,2075.25
819,2013-02-21,2046.75
820,2013-02-22,2024.25
821,2013-02-25,2003.75
822,2013-02-26,1970.75
823,2013-02-27,1971.5
824,2013-02-28,1959.75
825,2013-03-01,1914.25
826,2013-03-04,1926.75
827,2013-03-05,1942.75
828,2013-03-06,1927.5
829,2013-03-07,1910.25
830,2013-03-08,1926.75
831,2013-03-11,1895.25
832,2013-03-12,1938.75
833,2013-03-13,1945.25
834,2013-03-14,1937.75
835,2013-03-15,1943.5
836,2013-03-18,1895.25
837,2013-03-19,1902.25
838,2013-03-20,1905.25
839,2013-03-21,1901.5
840,2013-03-22,1905.5
841,2013-03-25,1898.25
842,2013-03-26,1890.25
843,2013-03-27,1867.25
844,2013-03-28,1881.25
845,2013-03-29,1861.5
846,2013-04-01,1861.5
847,2013-04-02,1861.5
848,2013-04-03,1845.25
849,2013-04-04,1833.25
850,2013-04-05,1844.75
